filename,model,prefix,year,month,day,hour,min,sec,date,plane,wind,rain,biophony,silence
S4A03536_20180801_123000.wav,SM4,S4A03536,2018,8,1,12,30,0,8/1/2018 12:30,1,0,0,0,0
S4A03536_20180805_084500.wav,SM5,S4A03536,2018,8,5,8,45,0,8/5/2018 8:45,0,0,0,1,0
S4A03536_20180805_193000.wav,SM6,S4A03536,2018,8,5,19,30,0,8/5/2018 19:30,1,0,0,1,0
S4A03536_20180807_083000.wav,SM7,S4A03536,2018,8,7,8,30,0,8/7/2018 8:30,1,0,0,1,0
S4A03536_20180808_021500.wav,SM8,S4A03536,2018,8,8,2,15,0,8/8/2018 2:15,0,0,0,0,1
S4A03536_20180808_090000.wav,SM9,S4A03536,2018,8,8,9,0,0,8/8/2018 9:00,1,0,0,1,0
S4A03536_20180810_030000.wav,SM10,S4A03536,2018,8,10,3,0,0,8/10/2018 3:00,0,0,0,0,1
S4A03536_20180811_073000.wav,SM11,S4A03536,2018,8,11,7,30,0,8/11/2018 7:30,1,0,0,1,0
S4A03536_20180811_120000.wav,SM12,S4A03536,2018,8,11,12,0,0,8/11/2018 12:00,0,0,0,1,0
S4A03536_20180811_174500.wav,SM13,S4A03536,2018,8,11,17,45,0,8/11/2018 17:45,1,0,0,1,0
S4A03536_20180812_061500.wav,SM14,S4A03536,2018,8,12,6,15,0,8/12/2018 6:15,0,0,0,1,0
S4A03536_20180816_130000.wav,SM15,S4A03536,2018,8,16,13,0,0,8/16/2018 13:00,1,0,0,1,0
S4A03536_20180818_031500.wav,SM16,S4A03536,2018,8,18,3,15,0,8/18/2018 3:15,0,1,0,0,0
S4A03536_20180818_234500.wav,SM17,S4A03536,2018,8,18,23,45,0,8/18/2018 23:45,1,0,0,0,0
S4A03536_20180819_114500.wav,SM18,S4A03536,2018,8,19,11,45,0,8/19/2018 11:45,1,0,0,1,0
S4A03536_20180820_233000.wav,SM19,S4A03536,2018,8,20,23,30,0,8/20/2018 23:30,1,0,0,0,0
S4A03536_20180821_090000.wav,SM20,S4A03536,2018,8,21,9,0,0,8/21/2018 9:00,1,0,0,1,0
S4A03536_20180822_144500.wav,SM21,S4A03536,2018,8,22,14,45,0,8/22/2018 14:45,1,0,1,1,0
S4A03536_20180822_224500.wav,SM22,S4A03536,2018,8,22,22,45,0,8/22/2018 22:45,1,0,0,0,0
S4A03536_20180823_214500.wav,SM23,S4A03536,2018,8,23,21,45,0,8/23/2018 21:45,1,0,1,0,0
S4A03536_20180824_063000.wav,SM24,S4A03536,2018,8,24,6,30,0,8/24/2018 6:30,1,0,1,0,0
S4A03536_20180827_020000.wav,SM25,S4A03536,2018,8,27,2,0,0,8/27/2018 2:00,1,0,0,0,0
S4A03536_20180827_034500.wav,SM26,S4A03536,2018,8,27,3,45,0,8/27/2018 3:45,0,0,0,0,1
S4A03536_20180829_074500.wav,SM27,S4A03536,2018,8,29,7,45,0,8/29/2018 7:45,1,0,0,1,0
S4A03536_20180829_083000.wav,SM28,S4A03536,2018,8,29,8,30,0,8/29/2018 8:30,1,0,0,1,0
S4A03536_20180830_163000.wav,SM29,S4A03536,2018,8,30,16,30,0,8/30/2018 16:30,1,0,0,1,0
S4A03536_20180902_113000.wav,SM30,S4A03536,2018,9,2,11,30,0,9/2/2018 11:30,1,1,0,1,0
S4A03536_20180902_221500.wav,SM31,S4A03536,2018,9,2,22,15,0,9/2/2018 22:15,1,0,0,0,0
S4A03536_20180905_063000.wav,SM32,S4A03536,2018,9,5,6,30,0,9/5/2018 6:30,1,0,0,1,0
S4A03536_20180905_151500.wav,SM33,S4A03536,2018,9,5,15,15,0,9/5/2018 15:15,1,0,0,1,0
S4A03536_20180906_121500.wav,SM34,S4A03536,2018,9,6,12,15,0,9/6/2018 12:15,1,0,0,1,0
S4A03536_20180906_190000.wav,SM35,S4A03536,2018,9,6,19,0,0,9/6/2018 19:00,0,0,1,0,0
S4A03536_20180907_154500.wav,SM36,S4A03536,2018,9,7,15,45,0,9/7/2018 15:45,1,0,0,0,0
S4A03536_20180909_041500.wav,SM37,S4A03536,2018,9,9,4,15,0,9/9/2018 4:15,0,0,0,0,1
S4A03536_20180909_201500.wav,SM38,S4A03536,2018,9,9,20,15,0,9/9/2018 20:15,1,0,0,0,0
S4A03536_20180911_093000.wav,SM39,S4A03536,2018,9,11,9,30,0,9/11/2018 9:30,1,0,0,1,0
S4A03536_20180912_021500.wav,SM40,S4A03536,2018,9,12,2,15,0,9/12/2018 2:15,0,0,0,0,1
S4A03536_20180912_230000.wav,SM41,S4A03536,2018,9,12,23,0,0,9/12/2018 23:00,1,0,0,0,0
S4A03536_20180913_104500.wav,SM42,S4A03536,2018,9,13,10,45,0,9/13/2018 10:45,1,0,0,1,0
S4A03536_20180914_073000.wav,SM43,S4A03536,2018,9,14,7,30,0,9/14/2018 7:30,1,0,0,1,0
S4A03536_20180915_084500.wav,SM44,S4A03536,2018,9,15,8,45,0,9/15/2018 8:45,1,0,0,1,0
S4A03536_20180916_060000.wav,SM45,S4A03536,2018,9,16,6,0,0,9/16/2018 6:00,1,0,0,0,0
S4A03536_20180917_071500.wav,SM46,S4A03536,2018,9,17,7,15,0,9/17/2018 7:15,1,0,0,1,0
S4A03536_20180919_004500.wav,SM47,S4A03536,2018,9,19,0,45,0,9/19/2018 0:45,1,0,0,0,0
S4A03536_20180919_053000.wav,SM48,S4A03536,2018,9,19,5,30,0,9/19/2018 5:30,1,0,0,0,0
S4A03536_20180919_084500.wav,SM49,S4A03536,2018,9,19,8,45,0,9/19/2018 8:45,1,0,0,0,0
S4A03536_20180920_011500.wav,SM50,S4A03536,2018,9,20,1,15,0,9/20/2018 1:15,0,0,0,0,1
S4A03536_20180920_053000.wav,SM51,S4A03536,2018,9,20,5,30,0,9/20/2018 5:30,1,0,0,0,0
S4A03536_20180920_090000.wav,SM52,S4A03536,2018,9,20,9,0,0,9/20/2018 9:00,1,0,0,1,0
S4A03536_20180924_184500.wav,SM53,S4A03536,2018,9,24,18,45,0,9/24/2018 18:45,1,1,0,1,0
S4A03536_20180925_030000.wav,SM54,S4A03536,2018,9,25,3,0,0,9/25/2018 3:00,1,1,0,0,0
S4A03536_20180927_023000.wav,SM55,S4A03536,2018,9,27,2,30,0,9/27/2018 2:30,0,0,0,0,1
S4A03536_20180927_093000.wav,SM56,S4A03536,2018,9,27,9,30,0,9/27/2018 9:30,1,0,0,1,0
S4A03536_20180929_013000.wav,SM57,S4A03536,2018,9,29,1,30,0,9/29/2018 1:30,0,1,0,0,0
S4A03536_20180930_003000.wav,SM58,S4A03536,2018,9,30,0,30,0,9/30/2018 0:30,0,0,0,0,1
S4A03536_20181002_024500.wav,SM59,S4A03536,2018,10,2,2,45,0,10/2/2018 2:45,0,0,1,0,0
S4A03536_20181002_090000.wav,SM60,S4A03536,2018,10,2,9,0,0,10/2/2018 9:00,1,0,1,1,0
S4A03536_20181003_014500.wav,SM61,S4A03536,2018,10,3,1,45,0,10/3/2018 1:45,0,0,0,0,1
S4A03536_20181004_200000.wav,SM62,S4A03536,2018,10,4,20,0,0,10/4/2018 20:00,1,0,0,0,0
S4A03536_20181006_070000.wav,SM63,S4A03536,2018,10,6,7,0,0,10/6/2018 7:00,1,0,0,0,0
S4A03536_20181009_041500.wav,SM64,S4A03536,2018,10,9,4,15,0,10/9/2018 4:15,0,0,0,0,0
S4A03536_20181009_061500.wav,SM65,S4A03536,2018,10,9,6,15,0,10/9/2018 6:15,1,0,1,0,0
S4A03536_20181009_094500.wav,SM66,S4A03536,2018,10,9,9,45,0,10/9/2018 9:45,1,0,0,1,0
S4A03536_20181009_110000.wav,SM67,S4A03536,2018,10,9,11,0,0,10/9/2018 11:00,1,0,0,1,0
S4A03536_20181009_113000.wav,SM68,S4A03536,2018,10,9,11,30,0,10/9/2018 11:30,1,0,0,1,0
S4A03536_20181009_194500.wav,SM69,S4A03536,2018,10,9,19,45,0,10/9/2018 19:45,1,0,0,0,0
S4A03536_20181013_051500.wav,SM70,S4A03536,2018,10,13,5,15,0,10/13/2018 5:15,0,0,0,0,1
S4A03536_20181014_031500.wav,SM71,S4A03536,2018,10,14,3,15,0,10/14/2018 3:15,0,0,0,0,1
S4A03536_20181020_024500.wav,SM72,S4A03536,2018,10,20,2,45,0,10/20/2018 2:45,1,0,0,0,0
S4A03536_20181022_111500.wav,SM73,S4A03536,2018,10,22,11,15,0,10/22/2018 11:15,1,0,0,1,0
S4A03536_20181025_020000.wav,SM74,S4A03536,2018,10,25,2,0,0,10/25/2018 2:00,0,0,0,0,1
S4A03536_20181025_211500.wav,SM75,S4A03536,2018,10,25,21,15,0,10/25/2018 21:15,1,0,0,0,0
S4A03536_20181027_074500.wav,SM76,S4A03536,2018,10,27,7,45,0,10/27/2018 7:45,1,0,1,0,0
S4A03536_20181028_214500.wav,SM77,S4A03536,2018,10,28,21,45,0,10/28/2018 21:45,1,0,0,0,0
S4A03536_20181029_101500.wav,SM78,S4A03536,2018,10,29,10,15,0,10/29/2018 10:15,1,1,0,0,0
S4A03536_20181030_223000.wav,SM79,S4A03536,2018,10,30,22,30,0,10/30/2018 22:30,1,0,0,0,0
S4A03536_20181030_231500.wav,SM80,S4A03536,2018,10,30,23,15,0,10/30/2018 23:15,1,1,0,0,0
S4A03536_20181031_204500.wav,SM81,S4A03536,2018,10,31,20,45,0,10/31/2018 20:45,1,0,0,0,0
S4A03536_20181031_224500.wav,SM82,S4A03536,2018,10,31,22,45,0,10/31/2018 22:45,1,0,0,0,0
S4A03536_20181101_044500.wav,SM83,S4A03536,2018,11,1,4,45,0,11/1/2018 4:45,0,0,0,0,1
S4A03536_20181102_190000.wav,SM84,S4A03536,2018,11,2,19,0,0,11/2/2018 19:00,1,0,0,0,0
S4A03536_20181103_123000.wav,SM85,S4A03536,2018,11,3,12,30,0,11/3/2018 12:30,1,0,0,1,0
S4A03536_20181103_183000.wav,SM86,S4A03536,2018,11,3,18,30,0,11/3/2018 18:30,0,0,0,0,1
S4A03536_20181104_161500.wav,SM87,S4A03536,2018,11,4,16,15,0,11/4/2018 16:15,1,0,0,1,0
S4A03536_20181105_121500.wav,SM88,S4A03536,2018,11,5,12,15,0,11/5/2018 12:15,1,0,0,1,0
S4A03536_20181106_214500.wav,SM89,S4A03536,2018,11,6,21,45,0,11/6/2018 21:45,1,0,0,0,0
S4A03536_20181107_191500.wav,SM90,S4A03536,2018,11,7,19,15,0,11/7/2018 19:15,1,0,1,0,0
S4A03536_20181109_101500.wav,SM91,S4A03536,2018,11,9,10,15,0,11/9/2018 10:15,1,0,0,1,0
S4A03536_20181109_170000.wav,SM92,S4A03536,2018,11,9,17,0,0,11/9/2018 17:00,1,0,0,1,0
S4A03536_20181109_213000.wav,SM93,S4A03536,2018,11,9,21,30,0,11/9/2018 21:30,1,0,0,0,0
S4A03536_20181110_024500.wav,SM94,S4A03536,2018,11,10,2,45,0,11/10/2018 2:45,0,1,0,0,0
S4A03536_20181111_141500.wav,SM95,S4A03536,2018,11,11,14,15,0,11/11/2018 14:15,1,1,0,0,0
S4A03536_20181112_071500.wav,SM96,S4A03536,2018,11,12,7,15,0,11/12/2018 7:15,1,1,0,0,0
S4A03536_20181112_214500.wav,SM97,S4A03536,2018,11,12,21,45,0,11/12/2018 21:45,1,0,0,0,0
S4A03536_20181113_094500.wav,SM98,S4A03536,2018,11,13,9,45,0,11/13/2018 9:45,0,0,1,0,0
S4A03536_20181113_121500.wav,SM99,S4A03536,2018,11,13,12,15,0,11/13/2018 12:15,1,0,1,0,0
S4A03536_20181114_011500.wav,SM100,S4A03536,2018,11,14,1,15,0,11/14/2018 1:15,0,0,1,0,0
S4A03536_20181114_024500.wav,SM101,S4A03536,2018,11,14,2,45,0,11/14/2018 2:45,0,0,1,0,0
S4A03536_20181116_174500.wav,SM102,S4A03536,2018,11,16,17,45,0,11/16/2018 17:45,1,0,0,0,0
S4A03536_20181116_183000.wav,SM103,S4A03536,2018,11,16,18,30,0,11/16/2018 18:30,1,0,0,0,0
S4A03536_20181117_130000.wav,SM104,S4A03536,2018,11,17,13,0,0,11/17/2018 13:00,1,0,0,0,0
S4A03536_20181120_191500.wav,SM105,S4A03536,2018,11,20,19,15,0,11/20/2018 19:15,1,0,0,0,0
S4A03536_20181121_200000.wav,SM106,S4A03536,2018,11,21,20,0,0,11/21/2018 20:00,1,0,0,0,0
S4A03536_20181122_003000.wav,SM107,S4A03536,2018,11,22,0,30,0,11/22/2018 0:30,1,0,0,0,0
S4A03536_20181122_034500.wav,SM108,S4A03536,2018,11,22,3,45,0,11/22/2018 3:45,0,0,0,0,1
S4A03536_20181122_140000.wav,SM109,S4A03536,2018,11,22,14,0,0,11/22/2018 14:00,1,0,1,1,0
S4A03536_20181122_204500.wav,SM110,S4A03536,2018,11,22,20,45,0,11/22/2018 20:45,1,0,0,0,0
S4A03536_20181123_181500.wav,SM111,S4A03536,2018,11,23,18,15,0,11/23/2018 18:15,1,0,1,0,0
S4A03536_20181124_050000.wav,SM112,S4A03536,2018,11,24,5,0,0,11/24/2018 5:00,0,1,1,0,0
S4A03536_20181126_214500.wav,SM113,S4A03536,2018,11,26,21,45,0,11/26/2018 21:45,1,0,0,0,0
S4A03536_20181127_213000.wav,SM114,S4A03536,2018,11,27,21,30,0,11/27/2018 21:30,1,0,0,0,0
S4A03536_20181129_041500.wav,SM115,S4A03536,2018,11,29,4,15,0,11/29/2018 4:15,1,1,1,0,0
S4A03536_20181129_163000.wav,SM116,S4A03536,2018,11,29,16,30,0,11/29/2018 16:30,1,1,0,1,0
S4A03536_20181129_234500.wav,SM117,S4A03536,2018,11,29,23,45,0,11/29/2018 23:45,1,1,0,0,0
S4A03536_20181130_100000.wav,SM118,S4A03536,2018,11,30,10,0,0,11/30/2018 10:00,1,0,0,1,0
S4A03536_20181130_101500.wav,SM119,S4A03536,2018,11,30,10,15,0,11/30/2018 10:15,1,0,0,1,0
S4A03536_20181130_154500.wav,SM120,S4A03536,2018,11,30,15,45,0,11/30/2018 15:45,1,0,1,0,0
S4A03536_20181201_133000.wav,SM121,S4A03536,2018,12,1,13,30,0,12/1/2018 13:30,1,0,1,1,0
S4A03536_20181203_183000.wav,SM122,S4A03536,2018,12,3,18,30,0,12/3/2018 18:30,1,1,1,0,0
S4A03536_20181204_051500.wav,SM123,S4A03536,2018,12,4,5,15,0,12/4/2018 5:15,0,1,1,0,0
S4A03536_20181204_211500.wav,SM124,S4A03536,2018,12,4,21,15,0,12/4/2018 21:15,1,0,1,0,0
S4A03536_20181207_020000.wav,SM125,S4A03536,2018,12,7,2,0,0,12/7/2018 2:00,0,0,1,0,0
S4A03536_20181207_113000.wav,SM126,S4A03536,2018,12,7,11,30,0,12/7/2018 11:30,1,0,1,1,0
S4A03536_20181208_083000.wav,SM127,S4A03536,2018,12,8,8,30,0,12/8/2018 8:30,1,1,0,0,0
S4A03536_20181208_110000.wav,SM128,S4A03536,2018,12,8,11,0,0,12/8/2018 11:00,1,1,0,1,0
S4A03536_20181208_171500.wav,SM129,S4A03536,2018,12,8,17,15,0,12/8/2018 17:15,1,1,0,0,0
S4A03536_20181211_140000.wav,SM130,S4A03536,2018,12,11,14,0,0,12/11/2018 14:00,1,0,0,1,0
S4A03536_20181215_231500.wav,SM131,S4A03536,2018,12,15,23,15,0,12/15/2018 23:15,1,0,0,0,0
S4A03536_20181216_003000.wav,SM132,S4A03536,2018,12,16,0,30,0,12/16/2018 0:30,1,1,0,0,0
S4A03536_20181217_113000.wav,SM133,S4A03536,2018,12,17,11,30,0,12/17/2018 11:30,1,0,0,0,0
S4A03536_20181217_133000.wav,SM134,S4A03536,2018,12,17,13,30,0,12/17/2018 13:30,1,0,0,0,0
S4A03536_20181220_091500.wav,SM135,S4A03536,2018,12,20,9,15,0,12/20/2018 9:15,1,0,0,0,0
S4A03536_20181221_101500.wav,SM136,S4A03536,2018,12,21,10,15,0,12/21/2018 10:15,1,1,1,0,0
S4A03536_20181222_180000.wav,SM137,S4A03536,2018,12,22,18,0,0,12/22/2018 18:00,1,1,1,0,0
S4A03536_20181225_111500.wav,SM138,S4A03536,2018,12,25,11,15,0,12/25/2018 11:15,1,0,0,0,0
S4A03536_20181226_070000.wav,SM139,S4A03536,2018,12,26,7,0,0,12/26/2018 7:00,1,0,0,0,0
S4A03536_20181227_053000.wav,SM140,S4A03536,2018,12,27,5,30,0,12/27/2018 5:30,1,0,0,0,0
S4A03536_20181228_083000.wav,SM141,S4A03536,2018,12,28,8,30,0,12/28/2018 8:30,1,0,0,1,0
S4A03536_20181228_100000.wav,SM142,S4A03536,2018,12,28,10,0,0,12/28/2018 10:00,1,0,0,0,0
S4A03536_20181228_171500.wav,SM143,S4A03536,2018,12,28,17,15,0,12/28/2018 17:15,1,0,0,0,0
S4A03536_20181228_181500.wav,SM144,S4A03536,2018,12,28,18,15,0,12/28/2018 18:15,1,0,0,0,0
S4A03536_20181230_004500.wav,SM145,S4A03536,2018,12,30,0,45,0,12/30/2018 0:45,1,0,0,0,0
S4A03536_20181231_050000.wav,SM146,S4A03536,2018,12,31,5,0,0,12/31/2018 5:00,1,1,0,0,0
S4A03536_20190102_051500.wav,SM147,S4A03536,2019,1,2,5,15,0,1/2/2019 5:15,1,1,0,0,0
S4A03536_20190102_224500.wav,SM148,S4A03536,2019,1,2,22,45,0,1/2/2019 22:45,1,0,0,0,0
S4A03536_20190103_134500.wav,SM149,S4A03536,2019,1,3,13,45,0,1/3/2019 13:45,1,1,0,1,0
S4A03536_20190103_173000.wav,SM150,S4A03536,2019,1,3,17,30,0,1/3/2019 17:30,1,1,0,1,0
S4A03536_20190103_223000.wav,SM151,S4A03536,2019,1,3,22,30,0,1/3/2019 22:30,1,1,0,0,0
S4A03536_20190103_234500.wav,SM152,S4A03536,2019,1,3,23,45,0,1/3/2019 23:45,1,1,0,0,0
S4A03536_20190104_070000.wav,SM153,S4A03536,2019,1,4,7,0,0,1/4/2019 7:00,1,1,0,0,0
S4A03536_20190104_100000.wav,SM154,S4A03536,2019,1,4,10,0,0,1/4/2019 10:00,1,1,0,0,0
S4A03536_20190104_144500.wav,SM155,S4A03536,2019,1,4,14,45,0,1/4/2019 14:45,1,1,0,0,0
S4A03536_20190105_120000.wav,SM156,S4A03536,2019,1,5,12,0,0,1/5/2019 12:00,1,0,0,1,0
S4A03536_20190107_131500.wav,SM157,S4A03536,2019,1,7,13,15,0,1/7/2019 13:15,1,0,0,0,0
S4A03536_20190110_171500.wav,SM158,S4A03536,2019,1,10,17,15,0,1/10/2019 17:15,1,1,0,0,0
S4A03536_20190111_211500.wav,SM159,S4A03536,2019,1,11,21,15,0,1/11/2019 21:15,1,0,0,0,0
S4A03536_20190112_033000.wav,SM160,S4A03536,2019,1,12,3,30,0,1/12/2019 3:30,0,0,0,0,1
S4A03536_20190113_080000.wav,SM161,S4A03536,2019,1,13,8,0,0,1/13/2019 8:00,1,0,1,0,0
S4A03536_20190115_103000.wav,SM162,S4A03536,2019,1,15,10,30,0,1/15/2019 10:30,1,0,0,0,0
S4A03536_20190117_220000.wav,SM163,S4A03536,2019,1,17,22,0,0,1/17/2019 22:00,1,1,0,0,0
S4A03536_20190118_010000.wav,SM164,S4A03536,2019,1,18,1,0,0,1/18/2019 1:00,1,0,0,0,0
S4A03536_20190118_071500.wav,SM165,S4A03536,2019,1,18,7,15,0,1/18/2019 7:15,1,0,0,0,0
